address,city,developer,district,index_date,lat,lng,name,osv,price,property,property_fee,province,tv,type,year
华新苑10号公建,大连,大连新型房地产开发有限公司,沙河口,20200210,39.7087228081588,115.98904276913356,侯一小区,170,11726,大连新兴物业管理有限公司,0.3,辽宁,22,二手房,1988
开发区湾里南12栋-16、17、18号,大连,大连金湾实业有限公司,开发区,20200210,39.0710420980366,121.85699498414282,湾里南小区,397,8911,大连金湾物业管理有限公司,0.3,辽宁,15,二手房,2002
开发区湾里南12栋-16、17、18号,大连,大连金湾实业有限公司,开发区,20200210,39.0710420980366,121.85699498414282,湾里东,248,8409,大连金湾物业管理有限公司,0.5,辽宁,5,二手房,2001
榆林街37-11号,大连,新型房地产开发有限公司,甘井子,20200210,-,-,泡崖美林园,207,11672,新兴物业,0.6,辽宁,25,二手房,1996
沙河口区富民路120号4单元1层1号,大连,大连渤海红旗集团有限公司,沙河口,20200210,38.93096547830764,121.56488196913604,马栏小学北,77,10982,街道办事处（居委会）代管物业,0.2,辽宁,7,二手房,1990
辽宁省大连市甘井子区泉水D1区37-7号1单元1层2号,大连,大连运腾房地产开发有限公司,甘井子,20200210,38.95800216293212,121.53151895549547,锦泉源D2区,190,13749,大连嘉毅物业管理有限公司,0.5,辽宁,13,二手房,2000
山东路184号,大连,大连市大钢集团,甘井子,20200210,-,-,山东路,79,13130,街道办事处（居委会）代管物业,0.2,辽宁,7,二手房,1900
山东路215号,大连,无开发商,甘井子,20200210,-,-,兴华路,57,12856,街道办事处（居委会）代管物业,0.5,辽宁,4,二手房,1986
香炉礁街24号1-1,大连,无开发商,西岗,20200210,-,-,香炉礁,168,11253,街道办事处（居委会）代管物业,0.1,辽宁,23,二手房,1979
玉湖街25号,大连,大连新型房地产开发有限公司,甘井子,20200210,-,-,泡崖四区,154,11093,大连新型物业管理有限公司,0.5,辽宁,10,二手房,1995
逸林南园1-1,大连,大连三联置业有限公司,甘井子,20200210,29.83619327037016,121.5195684207441,三鼎春天,90,24096,瑞联德（大连）物业管理有限公司,2.8,辽宁,4,二手房,2016
黑石礁街5号1层1号,大连,无开发商,沙河口,20200210,-,-,黑石礁,17,12766,无物业管理服务,-,辽宁,2,二手房,1985
开发区东城园98-14号,大连,大连乾豪集团有限公司,开发区,20200210,31.351231014512848,104.21781067832417,东城天下,381,8736,大连远洋基业物业管理有限公司,0.9,辽宁,19,二手房,2001
昌黎街22号,大连,大连城市建设集团有限公司,沙河口,20200210,-,-,北昌平小区,124,13609,无物业管理服务,0.8,辽宁,11,二手房,1983
大连市开发区黄河西路54号号,大连,中国铁路十三局,开发区,20200210,39.04780470991997,121.76709962040248,翠竹小区,117,8182,大连经济技术开发区中强物业管理有限公司,0.3,辽宁,7,二手房,1995
大连市开发区润海园中区18-1号1层、18-2号1层,大连,华润置地（大连）有限公司,开发区,20200210,39.03913809369363,121.75878503934794,华润海中国二期,163,14066,华润物业（大连）有限公司,2.8,辽宁,10,二手房,2007
山东路184号,大连,大连嘉兴房地产开发有限公司,甘井子,20200210,-,-,千山路,73,12986,无物业管理服务,0.5,辽宁,6,二手房,1985
金泉路,大连,大连公路工程集团生辉房地产开发有限公司,金州,20200210,-,-,生辉第一城,134,10877,大连生辉物业管理有限公司,1.2,辽宁,7,二手房,2005
鞍山路31号,大连,无开发商,西岗,20200210,-,-,北京街北,54,13354,无物业管理服务,-,辽宁,0,二手房,1981
辽宁省大连市沙河口区西南路35号,大连,无开发商,沙河口,20200210,38.96046123579163,121.59561505236216,星海公园,63,13393,无物业管理服务,-,辽宁,4,二手房,1975
大连市开发区润海园中区30栋-1号,大连,华润（大连）房地产有限公司,开发区,20200210,39.03913809369363,121.75878503934794,华润海中国三期,168,14251,华润物业（大连）有限公司,3.1,辽宁,7,二手房,2010
辽宁省大连市金州区先进街道金润小区B47-1-1-1链家地产,大连,大连辽大房地产开发有限公司,金州,20200210,39.09384544618999,121.74606117061296,金润小区B区,237,8682,大连新兴物业管理有限公司,0.4,辽宁,10,二手房,2000
大连市开发区润海园中区62-9号1-2层,大连,华润（大连）房地产有限公司,开发区,20200210,39.03913809369363,121.75878503934794,华润海中国四期,126,13792,华润物业（大连）有限公司,3.1,辽宁,13,二手房,2000
辽宁省大连市甘井子区泉水H3区15号3单元1号2号,大连,大连新型房地产开发有限公司,甘井子,20200210,38.95800216293212,121.53151895549547,龙畔金泉二期,62,13072,大连新型物业管理有限公司,0.5,辽宁,3,二手房,2002
金泉路993-4号,大连,大连新希望家园房地产有限公司,金州,20200210,-,-,新希望家园,189,8741,大连新希望物业服务有限公司,1.2,辽宁,14,二手房,2000
刘家桥86号2-28号,大连,无开发商,沙河口,20200210,30.75381694129544,121.29501254184517,刘家桥,75,11341,街道办事处（居委会）代管物业,0.1,辽宁,8,二手房,1980
玉丽街27号,大连,大连新型房地产开发有限公司,甘井子,20200210,-,-,泡崖七区,115,11557,大连新兴物业管理有限公司,0.3,辽宁,6,二手房,1995
沙河口区富民路120号4单元1层1号,大连,大连渤海红旗集团有限公司,沙河口,20200210,38.93096547830764,121.56488196913604,马栏小学南,55,11903,大连辽南物业管理有限公司,0.2,辽宁,2,二手房,1990
大连市甘井子区汇畅街46号,大连,远洋地产有限公司,甘井子,20200210,39.00589670961274,121.5960974388278,远洋荣域,4,19944,远洋亿家物业服务股份有限公司大连分公司,2.8,辽宁,1,二手房,2015
辽宁省大连市沙河口区沙能街101号,大连,大连新型房地产开发有限公司,沙河口,20200210,38.9366316275348,121.59031205759763,侯二小区,145,11734,街道办事处（居委会）代管物业,0.1,辽宁,22,二手房,1978
辽宁省大连市甘井子区泉水E区87-5号,大连,大连锦丰和源祥房地产开发有限公司,甘井子,20200210,38.95800216293212,121.53151895549547,泉水人家幸福里,106,14136,大连泽霖物业管理有限公司,0.9,辽宁,10,二手房,2007
大连市甘井子区汇仁街22号,大连,远洋地产有限公司,甘井子,20200210,38.99712640764999,121.58834420439493,远洋广场,155,17414,大连远洋基业物业管理有限公司,1.4,辽宁,11,二手房,2003
辽宁省大连市甘井子区泉水B5区27-9号（地下一层）,大连,大连运达房地产集团有限公司,甘井子,20200210,38.95800216293212,121.53151895549547,锦泉源B5区,73,13267,政治物业管理有限公司,0.1,辽宁,1,二手房,1988
辛相路,大连,大连万科房地产开发有限公司,甘井子,20200210,-,-,万科魅力之城,124,14749,大连万科物业服务有限公司,1.5,辽宁,24,二手房,2005
金马路169-2-8,大连,大连亿锋房地产实业有限公司,开发区,20200210,-,-,亿锋现代城,148,10343,亿锋豪景物业管理有限公司,1.1,辽宁,18,二手房,2004
山东路127号,大连,大连市大钢集团,甘井子,20200210,-,-,苍山路,53,13222,街道办事处（居委会）代管物业,0.4,辽宁,5,二手房,1988
辽宁省大连市高新园区火炬路18号,大连,大连海脉房地产开发有限公司,高新园区,20200210,38.86478986274973,121.53136705203373,MINI印象,149,14767,大连豪斯威物业管理有限公司,2.2,辽宁,18,二手房,2000
开发区湾里东5-6号,大连,大连宏港房地产开发有限公司,开发区,20200210,31.117313506164354,121.35679871346586,都悦里,211,7192,大连宏港物业管理有限公司,0.3,辽宁,7,二手房,1990
西南路851号3单元1层3号,大连,无开发商,沙河口,20200210,-,-,李家街,23,11807,无物业管理服务,0.1,辽宁,3,二手房,1980
振鹏南三路,大连,大连市政府工程建设指挥部,开发区,20200210,28.205066621440153,113.06742804965272,小孤山中里,127,8050,大连广谊物业管理有限公司,0.1,辽宁,12,二手房,1998
大连市甘井子区山东路315号,大连,华润置地（大连）有限公司,甘井子,20200210,39.00206212579579,121.59357231641214,华润置地广场二期,50,20357,华润物业（大连）有限公司,2.9,辽宁,3,二手房,2000
沙河口区西南路643号,大连,无开发商,沙河口,20200210,38.943483429804665,121.5833555851182,交通大学,72,12948,大连大起物业发展有限公司,1.5,辽宁,7,二手房,1955
五一路177号,大连,无开发商,沙河口,20200210,-,-,台山,114,12329,街道办事处（居委会）代管物业,0.5,辽宁,6,二手房,1980
满洲里街,大连,大连海汇房地产开发有限公司,开发区,20200210,49.604098854866066,117.38543585768029,城润万家,118,9911,大连正源物业服务有限公司,1,辽宁,10,二手房,2006
辽宁省大连经济技术开发区鹏程家园66栋6号,大连,大连光伸房地产开发有限公司,开发区,20200210,38.899209077244,121.63310697816061,绿洲半岛北岸,161,9403,大连经济技术开发区光伸物业服务有限公司,1.2,辽宁,8,二手房,2000
辽宁省大连市甘井子区泉水D6区34-7、34-8号,大连,大连金广集团,甘井子,20200210,38.95800216293212,121.53151895549547,枫丹丽城,82,16012,大连金广物业有限公司,1.5,辽宁,9,二手房,1987
莲花山路84号,大连,大连胜利路拓宽改造工程建设有限公司,沙河口,20200210,-,-,星海融汇,96,21459,大连星海湾商务区物业管理有限公司,1.5,辽宁,4,二手房,2010
西南路161号,大连,无开发商,沙河口,20200210,-,-,孙家沟,91,12644,无物业管理服务,-,辽宁,9,二手房,1987
锦城西园4号3单元1层1号,大连,大连锦绣房地产开发有限公司,沙河口,20200210,30.611958940818088,103.99439284544592,锦华北园,71,14209,大连锦绣物业管理有限公司,0.6,辽宁,6,二手房,2000
辽宁省大连高新技术产业园区园区聚贤路36号,大连,大连法马克房地产开发有限公司,高新园区,20200210,38.86294248300961,121.52132579304322,中铁诺德滨海花园,85,19664,大连中铁诺德物业服务有限公司,2.3,辽宁,9,二手房,2010
无门店信息,大连,大连金湾实业有限公司,开发区,20200210,30.180169551389184,121.25032534611526,金湾山城,181,9667,大连金湾物业管理有限公司,0.5,辽宁,6,二手房,2000
无门店信息,大连,大连乾豪集团有限公司,开发区,20200210,30.180169551389184,121.25032534611526,格林小镇,197,8255,沈阳瑞码阁物业管理有限公司大连分公司,0.5,辽宁,3,二手房,2000
玉丽街27号,大连,大连新型房地产开发总公司,甘井子,20200210,-,-,泡崖康顺园,121,11699,大连新兴物业管理有限公司,0.5,辽宁,13,二手房,2000
辽宁省大连市甘井子区泉水H1区54号3单元1层1号,大连,华润置业集团,甘井子,20200210,38.95800216293212,121.53151895549547,龙畔金泉五期K1区,27,13170,大连新兴物业管理有限公司,0.5,辽宁,3,二手房,2003
开发区高吉里33栋-6号,大连,大连金港集团有限公司,开发区,20200210,39.07355836059941,121.8280439450145,高祥里,60,8062,街道办事处（居委会）代管物业,0.3,辽宁,2,二手房,1992
辽宁省大连市甘井子区泉水D1区37-7号1单元1层2号,大连,大连运腾房地产开发有限公司,甘井子,20200210,38.95800216293212,121.53151895549547,锦泉源D3区,78,13153,大连南虹物业管理有限公司,0.5,辽宁,8,二手房,2005
万客园3-7,大连,大连绿波房屋开发集团有限公司,沙河口,20200210,31.03329736698962,121.42694236022919,绿波小区,139,11254,大连绿波建设发展有限公司,0.2,辽宁,9,二手房,1993
