address,city,developer,district,index_date,lat,lng,name,osv,price,property,property_fee,province,tv,type,year
开发区湾里南12栋-16、17、18号,大连,大连金湾实业有限公司,开发区,20200114,39.0710420980366,121.85699498414282,湾里东,252,8424,大连金湾物业管理有限公司,0.5,辽宁,8,二手房,2001
辽宁省大连市甘井子区泉水D1区37-7号1单元1层2号,大连,大连运腾房地产开发有限公司,甘井子,20200114,38.95800216293212,121.53151895549547,锦泉源D2区,193,13732,大连嘉毅物业管理有限公司,0.5,辽宁,17,二手房,2000
沙河口区富民路120号4单元1层1号,大连,大连渤海红旗集团有限公司,沙河口,20200114,38.93096547830764,121.56488196913604,马栏小学北,78,11048,街道办事处（居委会）代管物业,0.2,辽宁,9,二手房,1990
华新苑10号公建,大连,大连新型房地产开发有限公司,沙河口,20200114,39.7087228081588,115.98904276913356,侯一小区,169,11726,大连新兴物业管理有限公司,0.3,辽宁,27,二手房,1988
开发区湾里南12栋-16、17、18号,大连,大连金湾实业有限公司,开发区,20200114,39.0710420980366,121.85699498414282,湾里南小区,396,8922,大连金湾物业管理有限公司,0.3,辽宁,24,二手房,2002
山东路184号,大连,大连市大钢集团,甘井子,20200114,-,-,山东路,79,13130,街道办事处（居委会）代管物业,0.2,辽宁,9,二手房,1900
开发区东城园98-14号,大连,大连乾豪集团有限公司,开发区,20200114,31.351231014512848,104.21781067832417,东城天下,378,8724,大连远洋基业物业管理有限公司,0.9,辽宁,27,二手房,2001
榆林街37-11号,大连,新型房地产开发有限公司,甘井子,20200114,-,-,泡崖美林园,203,11768,新兴物业,0.6,辽宁,35,二手房,1996
辽宁省大连市沙河口区沙能街101号,大连,大连新型房地产开发有限公司,沙河口,20200114,38.9366316275348,121.59031205759763,侯二小区,146,11416,街道办事处（居委会）代管物业,0.1,辽宁,26,二手房,1978
山东路215号,大连,无开发商,甘井子,20200114,-,-,兴华路,58,12827,街道办事处（居委会）代管物业,0.5,辽宁,4,二手房,1986
逸林南园1-1,大连,大连三联置业有限公司,甘井子,20200114,29.83619327037016,121.5195684207441,三鼎春天,89,24132,瑞联德（大连）物业管理有限公司,2.8,辽宁,6,二手房,2016
香炉礁街24号1-1,大连,无开发商,西岗,20200114,-,-,香炉礁,170,11214,街道办事处（居委会）代管物业,0.1,辽宁,25,二手房,1979
大连市开发区黄河西路54号号,大连,中国铁路十三局,开发区,20200114,39.04780470991997,121.76709962040248,翠竹小区,118,8182,大连经济技术开发区中强物业管理有限公司,0.3,辽宁,7,二手房,1995
昌黎街22号,大连,大连城市建设集团有限公司,沙河口,20200114,-,-,北昌平小区,123,13748,无物业管理服务,0.8,辽宁,13,二手房,1983
大连市开发区润海园中区18-1号1层、18-2号1层,大连,华润置地（大连）有限公司,开发区,20200114,39.03913809369363,121.75878503934794,华润海中国二期,159,14042,华润物业（大连）有限公司,2.8,辽宁,12,二手房,2007
玉湖街25号,大连,大连新型房地产开发有限公司,甘井子,20200114,-,-,泡崖四区,159,10970,大连新型物业管理有限公司,0.5,辽宁,14,二手房,1995
山东路184号,大连,大连嘉兴房地产开发有限公司,甘井子,20200114,-,-,千山路,73,12911,无物业管理服务,0.5,辽宁,6,二手房,1985
大连市开发区润海园中区30栋-1号,大连,华润（大连）房地产有限公司,开发区,20200114,39.03913809369363,121.75878503934794,华润海中国三期,169,14164,华润物业（大连）有限公司,3.1,辽宁,9,二手房,2010
辽宁省大连市沙河口区西南路35号,大连,无开发商,沙河口,20200114,38.96046123579163,121.59561505236216,星海公园,64,13330,无物业管理服务,-,辽宁,5,二手房,1975
鞍山路31号,大连,无开发商,西岗,20200114,-,-,北京街北,53,13680,无物业管理服务,-,辽宁,0,二手房,1981
金泉路,大连,大连公路工程集团生辉房地产开发有限公司,金州,20200114,-,-,生辉第一城,136,10945,大连生辉物业管理有限公司,1.2,辽宁,10,二手房,2005
辽宁省大连市金州区先进街道金润小区B47-1-1-1链家地产,大连,大连辽大房地产开发有限公司,金州,20200114,39.09384544618999,121.74606117061296,金润小区B区,230,8662,大连新兴物业管理有限公司,0.4,辽宁,14,二手房,2000
大连市开发区润海园中区62-9号1-2层,大连,华润（大连）房地产有限公司,开发区,20200114,39.03913809369363,121.75878503934794,华润海中国四期,128,13792,华润物业（大连）有限公司,3.1,辽宁,12,二手房,2000
辽宁省大连市甘井子区泉水H3区15号3单元1号2号,大连,大连新型房地产开发有限公司,甘井子,20200114,38.95800216293212,121.53151895549547,龙畔金泉二期,60,13028,大连新型物业管理有限公司,0.5,辽宁,3,二手房,2002
玉丽街27号,大连,大连新型房地产开发有限公司,甘井子,20200114,-,-,泡崖七区,117,11531,大连新兴物业管理有限公司,0.3,辽宁,11,二手房,1995
金泉路993-4号,大连,大连新希望家园房地产有限公司,金州,20200114,-,-,新希望家园,186,8784,大连新希望物业服务有限公司,1.2,辽宁,26,二手房,2000
黑石礁街5号1层1号,大连,无开发商,沙河口,20200114,-,-,黑石礁,16,12766,无物业管理服务,-,辽宁,2,二手房,1985
刘家桥86号2-28号,大连,无开发商,沙河口,20200114,30.75381694129544,121.29501254184517,刘家桥,80,11354,街道办事处（居委会）代管物业,0.1,辽宁,9,二手房,1980
沙河口区富民路120号4单元1层1号,大连,大连渤海红旗集团有限公司,沙河口,20200114,38.93096547830764,121.56488196913604,马栏小学南,56,11903,大连辽南物业管理有限公司,0.2,辽宁,5,二手房,1990
大连市甘井子区汇畅街46号,大连,远洋地产有限公司,甘井子,20200114,39.00589670961274,121.5960974388278,远洋荣域,4,19944,远洋亿家物业服务股份有限公司大连分公司,2.8,辽宁,0,二手房,2015
辽宁省大连市甘井子区泉水E区87-5号,大连,大连锦丰和源祥房地产开发有限公司,甘井子,20200114,38.95800216293212,121.53151895549547,泉水人家幸福里,101,14151,大连泽霖物业管理有限公司,0.9,辽宁,13,二手房,2007
辛相路,大连,大连万科房地产开发有限公司,甘井子,20200114,-,-,万科魅力之城,123,14689,大连万科物业服务有限公司,1.5,辽宁,34,二手房,2006
辽宁省大连市甘井子区泉水B5区27-9号（地下一层）,大连,大连运达房地产集团有限公司,甘井子,20200114,38.95800216293212,121.53151895549547,锦泉源B5区,77,13239,政治物业管理有限公司,0.1,辽宁,2,二手房,1988
辽宁省大连市高新园区火炬路18号,大连,大连海脉房地产开发有限公司,高新园区,20200114,38.86478986274973,121.53136705203373,MINI印象,151,14806,大连豪斯威物业管理有限公司,2.2,辽宁,28,二手房,2000
山东路127号,大连,大连市大钢集团,甘井子,20200114,-,-,苍山路,52,13211,街道办事处（居委会）代管物业,0.4,辽宁,6,二手房,1988
西南路851号3单元1层3号,大连,无开发商,沙河口,20200114,-,-,李家街,24,11807,无物业管理服务,0.1,辽宁,3,二手房,1980
金马路169-2-8,大连,大连亿锋房地产实业有限公司,开发区,20200114,-,-,亿锋现代城,145,10358,亿锋豪景物业管理有限公司,1.1,辽宁,20,二手房,2004
开发区湾里东5-6号,大连,大连宏港房地产开发有限公司,开发区,20200114,31.117313506164354,121.35679871346586,都悦里,212,7110,大连宏港物业管理有限公司,0.3,辽宁,9,二手房,1990
振鹏南三路,大连,大连市政府工程建设指挥部,开发区,20200114,28.205066621440153,113.06742804965272,小孤山中里,129,8056,大连广谊物业管理有限公司,0.1,辽宁,12,二手房,1998
大连市甘井子区山东路315号,大连,华润置地（大连）有限公司,甘井子,20200114,39.00206212579579,121.59357231641214,华润置地广场二期,51,20321,华润物业（大连）有限公司,2.9,辽宁,5,二手房,2000
沙河口区西南路643号,大连,无开发商,沙河口,20200114,38.943483429804665,121.5833555851182,交通大学,71,13085,大连大起物业发展有限公司,1.5,辽宁,7,二手房,1955
辽宁省大连经济技术开发区鹏程家园66栋6号,大连,大连光伸房地产开发有限公司,开发区,20200114,38.899209077244,121.63310697816061,绿洲半岛北岸,162,9382,大连经济技术开发区光伸物业服务有限公司,1.2,辽宁,8,二手房,2000
五一路177号,大连,无开发商,沙河口,20200114,-,-,台山,112,12266,街道办事处（居委会）代管物业,0.5,辽宁,9,二手房,1980
满洲里街,大连,大连海汇房地产开发有限公司,开发区,20200114,49.604098854866066,117.38543585768029,城润万家,119,9977,大连正源物业服务有限公司,1,辽宁,12,二手房,2006
莲花山路84号,大连,大连胜利路拓宽改造工程建设有限公司,沙河口,20200114,-,-,星海融汇,100,21525,大连星海湾商务区物业管理有限公司,1.5,辽宁,4,二手房,2010
辽宁省大连市甘井子区泉水D6区34-7、34-8号,大连,大连金广集团,甘井子,20200114,38.95800216293212,121.53151895549547,枫丹丽城,86,16152,大连金广物业有限公司,1.5,辽宁,10,二手房,1987
西南路161号,大连,无开发商,沙河口,20200114,-,-,孙家沟,96,12733,无物业管理服务,-,辽宁,12,二手房,1987
锦城西园4号3单元1层1号,大连,大连锦绣房地产开发有限公司,沙河口,20200114,30.611958940818088,103.99439284544592,锦华北园,74,14460,大连锦绣物业管理有限公司,0.6,辽宁,8,二手房,2000
无门店信息,大连,大连金湾实业有限公司,开发区,20200114,30.180169551389184,121.25032534611526,金湾山城,181,9615,大连金湾物业管理有限公司,0.5,辽宁,9,二手房,2000
辽宁省大连高新技术产业园区园区聚贤路36号,大连,大连法马克房地产开发有限公司,高新园区,20200114,38.86294248300961,121.52132579304322,中铁诺德滨海花园,87,19722,大连中铁诺德物业服务有限公司,2.3,辽宁,8,二手房,2010
无门店信息,大连,大连乾豪集团有限公司,开发区,20200114,30.180169551389184,121.25032534611526,格林小镇,195,8286,沈阳瑞码阁物业管理有限公司大连分公司,0.5,辽宁,6,二手房,2000
文体街107号,大连,无开发商,甘井子,20200114,-,-,文体街,126,11016,街道办事处（居委会）代管物业,0.1,辽宁,4,二手房,1966
大连市开发区润海园中区18-1号1层、18-2号1层,大连,大连布鲁科房地产开发有限公司,开发区,20200114,39.03913809369363,121.75878503934794,热岛黄金海岸,195,11026,大连戴德梁行物业管理有限公司,1.6,辽宁,12,二手房,2005
大连市开发区正恒园1-16号,大连,大连华宇房地产开发有限公司,开发区,20200114,39.0483947470765,121.76197222729735,左岸经典,251,9042,大连豪之英物业管理有限公司,1.8,辽宁,38,二手房,2000
大连市开发区润海园中区30栋-1号,大连,华润置地（大连）有限公司,开发区,20200114,39.03913809369363,121.75878503934794,华润海中国七期,94,17813,华润物业（大连）有限公司开发区分公司,3.1,辽宁,2,二手房,2009
