address,city,developer,district,index_date,lat,lng,name,osv,price,property,property_fee,province,tv,type,year
甘井子区宜居园10-1号房屋,大连,大连万科房地产开发有限公司,甘井子,20190710,38.99913094587405,121.52084969112292,万科魅力之城,186,14626,大连万科物业服务有限公司,1.5,辽宁,40,二手房,2006
甘井子区榆林街37号-12公建,大连,新型房地产开发有限公司,甘井子,20190710,38.980133141940186,121.52779506952932,泡崖美林园,250,11678,新兴物业,0.6,辽宁,65,二手房,2000
沙河口区华新苑10号楼4号公建,大连,大连新型房地产开发有限公司,沙河口,20190710,38.94033750532864,121.58990295130229,侯一小区,157,11382,大连新兴物业管理有限公司,0.3,辽宁,29,二手房,1989
沙河口区沙能街101号1单元1层1号,大连,大连新型房地产开发有限公司,沙河口,20190710,38.9366316275348,121.59031205759763,侯二小区,179,11248,街道办事处（居委会）代管物业,0.1,辽宁,38,二手房,1980
开发区正恒园1-16,大连,大连华宇房地产开发有限公司,开发区,20190710,39.04823944344617,121.76165468797754,左岸经典,259,9049,大连豪之英物业管理有限公司,1.8,辽宁,35,二手房,2000
开发区湾里南12栋-16-17-18号,大连,大连金湾实业有限公司,开发区,20190710,39.070782084451,121.8506739675913,湾里南小区,380,8788,大连金湾物业管理有限公司,0.3,辽宁,32,二手房,2002
开发区湾里南12栋-16-17-18号,大连,大连金湾实业有限公司,开发区,20190710,39.070782084451,121.8506739675913,湾里东,213,8214,大连金湾物业管理有限公司,0.5,辽宁,25,二手房,2001
大连经济技术开发区东城天下98-14,大连,大连乾豪集团有限公司,开发区,20190710,39.069195091289004,121.8502099927954,东城天下,365,8745,大连远洋基业物业管理有限公司,0.9,辽宁,43,二手房,2002
甘井子区宜居园10-1号房屋,大连,大连万科房地产开发有限公司,甘井子,20190710,38.99913094587405,121.52084969112292,万科朗润园,106,15021,大连万科物业服务有限公司,1.5,辽宁,25,二手房,2009
金州区金润花园B区47号1单元1层1号2号,大连,大连辽大房地产开发有限公司,金州,20190710,39.10434716151341,121.74517862677146,金润小区B区,184,8372,大连新兴物业管理有限公司,0.4,辽宁,25,二手房,2000
甘井子区泉水D1区37-7号,大连,大连运腾房地产开发有限公司,甘井子,20190710,39.013992871679214,121.61921940045104,锦泉源D2区,217,13300,大连嘉毅物业管理有限公司,0.5,辽宁,29,二手房,2001
沙河口区五一路177-1-1-1,大连,无开发商,沙河口,20190710,38.913544290955585,121.59450670056631,台山,104,11886,街道办事处（居委会）代管物业,0.5,辽宁,23,二手房,1980
大连经济技术开发区时代城4-3号1-2号,大连,远洋地产有限公司,开发区,20190710,39.0992481321252,121.83007860699459,远洋时代城一期,169,9320,大连远洋基业物业管理有限公司,1.5,辽宁,28,二手房,1998
无门店信息,大连,大连一方生态城房地产开发有限公司,开发区,20190710,34.52713835999158,118.76812980670795,一方天鹅湖,196,8093,大连一方物业管理有限公司,1.9,辽宁,23,二手房,2010
沙河口区西南路643号,大连,无开发商,沙河口,20190710,38.943483429804665,121.5833555851182,交通大学,76,12975,无物业管理服务,-,辽宁,25,二手房,1955
无门店信息,大连,大连益宁房地产开发有限公司,开发区,20190710,34.52713835999158,118.76812980670795,岭湾峰尚一期,138,8672,大连鸿达物业管理有限公司,1.3,辽宁,22,二手房,2003
大连市金州区站前街道生辉第一城14-3号1-2层,大连,大连新希望家园房地产有限公司,金州,20190710,39.0569681786798,121.74773530665969,新希望家园,194,8759,大连新希望物业服务有限公司,1.2,辽宁,19,二手房,2003
