address,city,developer,district,index_date,lat,lng,name,osv,price,property,property_fee,province,tv,type,year
大连经济技术开发区东城天下98-14,大连,大连乾豪集团有限公司,开发区,20190319,39.069195091289004,121.8502099927954,东城天下,308,8504,大连远洋基业物业管理有限公司,0.9,辽宁,35,二手房,2005
大连市金州区站前街道生辉第一城14-3号1-2层,大连,大连新希望家园房地产有限公司,金州,20190319,39.0569681786798,121.74773530665969,新希望家园,157,8610,大连新希望物业服务有限公司,1.2,辽宁,26,二手房,2009
沙河口区华新苑10号楼4号公建,大连,大连新型房地产开发有限公司,沙河口,20190319,38.921778341674376,121.58261780680284,侯一小区,147,10955,大连新兴物业管理有限公司,0.3,辽宁,28,二手房,1989
甘井子区玉丽街2号楼1单元4号公建,大连,大连新型房地产开发总公司,甘井子,20190319,38.98705071699301,121.55513043130172,泡崖康顺园,133,10864,大连新兴物业管理有限公司,0.5,辽宁,27,二手房,2007
沙河口区沙能街101号1单元1层1号,大连,大连新型房地产开发有限公司,沙河口,20190319,38.9366316275348,121.59031205759763,侯二小区,174,10907,街道办事处（居委会）代管物业,0.1,辽宁,26,二手房,1985
甘井子区宜居园10-1号房屋,大连,大连万科房地产开发有限公司,甘井子,20190319,39.000039431463165,121.52111738616489,万科魅力之城,207,14662,大连万科物业服务有限公司,1.5,辽宁,18,二手房,2012
开发区湾里南12栋-16-17-18号,大连,大连金湾实业有限公司,开发区,20190319,39.070782084451,121.8506739675913,湾里南小区,308,8697,大连金湾物业管理有限公司,0.5,辽宁,31,二手房,2003
甘井子区榆林街37号-12公建,大连,大连新型房地产开发有限公司,甘井子,20190319,38.980133141940186,121.52779506952932,泡崖美林园,212,11543,大连新型物业管理有限公司,0.6,辽宁,46,二手房,2003
甘井子区汇仁街22号,大连,远洋地产有限公司,甘井子,20190319,38.99712640764999,121.58834420439493,远洋广场,166,17645,大连远洋基业物业管理有限公司,1.4,辽宁,19,二手房,2010
甘井子区玉湖街25号2单元1层3号,大连,大连新型房地产开发有限公司,甘井子,20190319,38.97626265183615,121.54617349027997,泡崖四区,128,10388,大连新型物业管理有限公司,0.5,辽宁,19,二手房,2002
开发区正恒园1-16,大连,大连华宇房地产开发有限公司,开发区,20190319,39.04823944344617,121.76165468797754,左岸经典,217,9012,大连豪之英物业管理有限公司,1.8,辽宁,20,二手房,2009
